cell,cell_type
Cell1151,group2
Cell1152,group2
Cell1153,group1
Cell1154,group1
Cell1155,group1
Cell1156,group2
Cell1157,group1
Cell1158,group1
Cell1159,group2
Cell1160,group1
Cell1161,group1
Cell1162,group2
Cell1163,group2
Cell1164,group2
Cell1165,group1
Cell1166,group1
Cell1167,group1
Cell1168,group1
Cell1169,group2
Cell1170,group2
Cell1171,group2
Cell1172,group1
Cell1173,group2
Cell1174,group2
Cell1175,group1
Cell1176,group2
Cell1177,group2
Cell1178,group1
Cell1179,group2
Cell1180,group1
Cell1181,group1
Cell1182,group1
Cell1183,group2
Cell1184,group2
Cell1185,group2
Cell1186,group2
Cell1187,group2
Cell1188,group2
Cell1189,group1
Cell1190,group2
Cell1191,group1
Cell1192,group1
Cell1193,group1
Cell1194,group1
Cell1195,group2
Cell1196,group1
Cell1197,group1
Cell1198,group2
Cell1199,group1
Cell1200,group2
Cell1201,group2
Cell1202,group2
Cell1203,group1
Cell1204,group2
Cell1205,group2
Cell1206,group2
Cell1207,group1
Cell1208,group2
Cell1209,group2
Cell1210,group1
Cell1211,group2
Cell1212,group1
Cell1213,group2
Cell1214,group1
Cell1215,group2
Cell1216,group1
Cell1217,group2
Cell1218,group2
Cell1219,group2
Cell1220,group2
Cell1221,group2
Cell1222,group2
Cell1223,group1
Cell1224,group1
Cell1225,group1
Cell1226,group2
Cell1227,group1
Cell1228,group1
Cell1229,group1
Cell1230,group2
Cell1231,group1
Cell1232,group1
Cell1233,group1
Cell1234,group1
Cell1235,group1
Cell1236,group1
Cell1237,group2
Cell1238,group2
Cell1239,group1
Cell1240,group1
Cell1241,group1
Cell1242,group1
Cell1243,group1
Cell1244,group1
Cell1245,group2
Cell1246,group1
Cell1247,group2
Cell1248,group2
Cell1249,group2
Cell1250,group2
Cell1251,group2
Cell1252,group2
Cell1253,group1
Cell1254,group1
Cell1255,group2
Cell1256,group1
Cell1257,group2
Cell1258,group1
Cell1259,group1
Cell1260,group2
Cell1261,group2
Cell1262,group2
Cell1263,group1
Cell1264,group2
Cell1265,group2
Cell1266,group2
Cell1267,group1
Cell1268,group2
Cell1269,group2
Cell1270,group1
Cell1271,group1
Cell1272,group2
Cell1273,group2
Cell1274,group2
Cell1275,group1
Cell1276,group1
Cell1277,group1
Cell1278,group2
Cell1279,group2
Cell1280,group2
Cell1281,group1
Cell1282,group2
Cell1283,group1
Cell1284,group1
Cell1285,group1
Cell1286,group1
Cell1287,group2
Cell1288,group1
Cell1289,group2
Cell1290,group2
Cell1291,group2
Cell1292,group2
Cell1293,group1
Cell1294,group2
Cell1295,group1
Cell1296,group1
Cell1297,group1
Cell1298,group1
Cell1299,group1
Cell1300,group1
Cell1301,group1
Cell1302,group1
Cell1303,group2
Cell1304,group2
Cell1305,group2
Cell1306,group1
Cell1307,group2
Cell1308,group2
Cell1309,group1
Cell1310,group1
Cell1311,group1
Cell1312,group2
Cell1313,group2
Cell1314,group1
Cell1315,group1
Cell1316,group1
Cell1317,group2
Cell1318,group1
Cell1319,group2
Cell1320,group2
Cell1321,group1
Cell1322,group2
Cell1323,group1
Cell1324,group2
Cell1325,group2
Cell1326,group1
Cell1327,group2
Cell1328,group2
Cell1329,group2
Cell1330,group1
Cell1331,group1
Cell1332,group1
Cell1333,group1
Cell1334,group1
Cell1335,group1
Cell1336,group1
Cell1337,group2
Cell1338,group1
Cell1339,group1
Cell1340,group2
Cell1341,group1
Cell1342,group2
Cell1343,group2
Cell1344,group1
Cell1345,group2
Cell1346,group2
Cell1347,group2
Cell1348,group2
Cell1349,group2
Cell1350,group2
Cell1351,group1
Cell1352,group2
Cell1353,group1
Cell1354,group2
Cell1355,group2
Cell1356,group2
Cell1357,group2
Cell1358,group1
Cell1359,group2
Cell1360,group2
Cell1361,group2
Cell1362,group1
Cell1363,group2
Cell1364,group1
Cell1365,group2
Cell1366,group2
Cell1367,group2
Cell1368,group2
Cell1369,group1
Cell1370,group2
Cell1371,group2
Cell1372,group2
Cell1373,group1
Cell1374,group1
Cell1375,group1
Cell1376,group1
Cell1377,group2
Cell1378,group2
Cell1379,group2
Cell1380,group1
Cell1381,group2
Cell1382,group1
Cell1383,group2
Cell1384,group1
Cell1385,group1
Cell1386,group2
Cell1387,group1
Cell1388,group2
Cell1389,group2
Cell1390,group1
Cell1391,group1
Cell1392,group2
Cell1393,group1
Cell1394,group1
Cell1395,group2
Cell1396,group2
Cell1397,group2
Cell1398,group2
Cell1399,group2
Cell1400,group2
Cell1401,group1
Cell1402,group2
Cell1403,group2
Cell1404,group2
Cell1405,group2
Cell1406,group2
Cell1407,group1
Cell1408,group1
Cell1409,group2
Cell1410,group1
Cell1411,group1
Cell1412,group2
Cell1413,group1
Cell1414,group2
Cell1415,group1
Cell1416,group1
Cell1417,group2
Cell1418,group2
Cell1419,group1
Cell1420,group2
Cell1421,group1
Cell1422,group2
Cell1423,group1
Cell1424,group1
Cell1425,group1
Cell1426,group2
Cell1427,group2
Cell1428,group1
Cell1429,group2
Cell1430,group2
Cell1431,group2
Cell1432,group1
Cell1433,group2
Cell1434,group1
Cell1435,group2
Cell1436,group1
Cell1437,group1
Cell1438,group1
Cell1439,group2
Cell1440,group1
Cell1441,group2
Cell1442,group1
Cell1443,group1
Cell1444,group1
Cell1445,group1
Cell1446,group1
Cell1447,group2
Cell1448,group1
Cell1449,group2
Cell1450,group1
Cell1451,group1
Cell1452,group1
Cell1453,group1
Cell1454,group2
Cell1455,group1
Cell1456,group2
Cell1457,group2
Cell1458,group2
Cell1459,group1
Cell1460,group1
Cell1461,group1
Cell1462,group2
Cell1463,group1
Cell1464,group2
Cell1465,group1
Cell1466,group1
Cell1467,group1
Cell1468,group1
Cell1469,group1
Cell1470,group1
Cell1471,group2
Cell1472,group1
Cell1473,group1
Cell1474,group2
Cell1475,group1
Cell1476,group2
Cell1477,group1
Cell1478,group2
Cell1479,group2
Cell1480,group1
Cell1481,group2
Cell1482,group2
Cell1483,group2
Cell1484,group2
Cell1485,group1
Cell1486,group1
Cell1487,group2
Cell1488,group1
Cell1489,group1
Cell1490,group2
Cell1491,group2
Cell1492,group1
Cell1493,group1
Cell1494,group2
Cell1495,group2
Cell1496,group2
Cell1497,group2
Cell1498,group1
Cell1499,group2
Cell1500,group2
Cell1501,group1
Cell1502,group2
Cell1503,group1
Cell1504,group1
Cell1505,group1
Cell1506,group1
Cell1507,group2
Cell1508,group2
Cell1509,group2
Cell1510,group2
Cell1511,group1
Cell1512,group1
Cell1513,group2
Cell1514,group2
Cell1515,group2
Cell1516,group1
Cell1517,group2
Cell1518,group1
Cell1519,group1
Cell1520,group1
Cell1521,group1
Cell1522,group2
Cell1523,group1
Cell1524,group2
Cell1525,group2
Cell1526,group2
Cell1527,group1
Cell1528,group1
Cell1529,group1
Cell1530,group2
Cell1531,group2
Cell1532,group2
Cell1533,group1
Cell1534,group2
Cell1535,group2
Cell1536,group2
Cell1537,group2
Cell1538,group1
Cell1539,group1
Cell1540,group1
Cell1541,group2
Cell1542,group2
Cell1543,group1
Cell1544,group2
Cell1545,group2
Cell1546,group2
Cell1547,group2
Cell1548,group1
Cell1549,group2
Cell1550,group2
Cell1551,group1
Cell1552,group1
Cell1553,group2
Cell1554,group2
Cell1555,group2
Cell1556,group2
Cell1557,group2
Cell1558,group1
Cell1559,group1
Cell1560,group2
Cell1561,group2
Cell1562,group2
Cell1563,group1
Cell1564,group2
Cell1565,group2
Cell1566,group2
Cell1567,group1
Cell1568,group2
Cell1569,group1
Cell1570,group2
Cell1571,group2
Cell1572,group1
Cell1573,group1
Cell1574,group2
Cell1575,group1
Cell1576,group1
Cell1577,group1
Cell1578,group1
Cell1579,group1
Cell1580,group2
Cell1581,group1
Cell1582,group1
Cell1583,group1
Cell1584,group1
Cell1585,group1
Cell1586,group2
Cell1587,group1
Cell1588,group1
Cell1589,group1
Cell1590,group1
Cell1591,group2
Cell1592,group1
Cell1593,group1
Cell1594,group1
Cell1595,group2
Cell1596,group2
Cell1597,group1
Cell1598,group2
Cell1599,group2
Cell1600,group1
Cell1601,group1
Cell1602,group1
Cell1603,group2
Cell1604,group1
Cell1605,group2
Cell1606,group1
Cell1607,group2
Cell1608,group2
Cell1609,group2
Cell1610,group1
Cell1611,group1
Cell1612,group1
Cell1613,group1
Cell1614,group2
Cell1615,group1
Cell1616,group2
Cell1617,group2
Cell1618,group2
Cell1619,group1
Cell1620,group1
Cell1621,group2
Cell1622,group2
Cell1623,group2
Cell1624,group1
Cell1625,group1
Cell1626,group1
Cell1627,group2
Cell1628,group1
Cell1629,group2
Cell1630,group1
Cell1631,group1
Cell1632,group2
Cell1633,group1
Cell1634,group2
Cell1635,group2
Cell1636,group2
Cell1637,group2
Cell1638,group1
Cell1639,group1
Cell1640,group2
Cell1641,group2
Cell1642,group1
Cell1643,group2
Cell1644,group1
Cell1645,group2
Cell1646,group1
Cell1647,group2
Cell1648,group1
Cell1649,group1
Cell1650,group2
Cell1651,group2
Cell1652,group2
Cell1653,group1
Cell1654,group1
Cell1655,group1
Cell1656,group2
Cell1657,group2
Cell1658,group1
Cell1659,group2
Cell1660,group1
Cell1661,group2
Cell1662,group2
Cell1663,group2
Cell1664,group2
